id,Year,Title,Abstract,include_stage5,reason_stage5,has_comparator,detected_comparator,has_primary_outcomes,detected_outcomes,confidence_stage5
J2252,2021,The scope of carer effects and their inclusion in decision-making: a UK-based Delphi study,"BACKGROUND AND OBJECTIVE: Health and social care may affect unpaid (family) carers' health and wellbeing in addition to patients' lives. It is recommended that such impacts (carer effects) are considered in decision-making. However, the scope of carer effects and range of decisions where carer effects should be considered is uncertain. This study aimed to identify: (i) how different categories of healthcare and social care were perceived to impact on unpaid carers; and (ii) whether there was consensus about when carer effects should be formally considered in decision-making contexts. METHOD(S): A two round, online Delphi study was conducted with 65 UK-based participants (unpaid carers, care professionals, and researchers) with expertise in dementia, mental health, and stroke. Participants considered two broad forms of 'interventions' (patient treatment and replacement care) and two broad forms of 'organisational change' (staffing and changes in timing/location of care). Participants assessed the likely impacts of these on unpaid carers and whether impacts should be considered in decision-making. RESULT(S): Participants predicted interventions and organisational changes would impact on multiple domains of unpaid carers' lives, with 'emotional health' the most likely outcome to be affected. Patient treatment and replacement care services ('interventions') were associated with positive impacts across all domains. Conversely, timing/location changes and staffing changes ('organisational changes') were perceived to have mixed and negative impacts. There was widespread support (80-81 %) for considering carer effects in research studies, funding decisions, and patient decision-making. CONCLUSION(S): This study highlights a perception that carer effects are widespread and important to consider in economic evaluation and decision-making. It highlights the particular need to measure and value effects on carers' emotional health and the need to use a societal perspective to avoid cost shifting to unpaid carers when introducing interventions and making organisational changes. Copyright ÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â© 2021. The Author(s).",FALSE,No explicit or implicit comparator detected,FALSE,Unknown,FALSE,['other'],0.7
J3413,2022,Remote clinical consultations in restorative dentistry-A survey,"OBJECTIVES: To assess the patient experience of Remote Clinical Consultations (RCCs) for head and neck cancer and cleft lip and palate patients undergoing specialist restorative dentistry treatment in the context of a secondary care service. METHOD(S): An online survey was designed; all ninety three patients were invited to participate in its completion following a video or telephone remote clinical consultation with one restorative consultant in Addenbrooke's Hospital between August 2020 and April 2021. The video consultations were carried out via NHS England's Attend Anywhere platform. RESULT(S): Sixty three responses were received. Over 70% of patients valued a video or telephone remote clinical consultation rather than an in-person attendance. Patients reported a good experience and would recommend a remote clinical consultation instead of an in-person attendance if no treatment would likely be required. Those who were less likely to recommend a remote clinical consultation were those who had difficulties logging-in to the remote platform or had technical issues. CONCLUSION(S): While a number of patients still would have preferred a face-to-face attendance, both telephone and video remote consultations were highly valued by patients, and the overall patient experience was that of acceptance. Benefits of remote consultations perceived by patients included having set time to discuss concerns and queries, becoming familiar with a clinician prior to any treatment, saving time, minimising travel and reducing expenses. Barriers to a positive experience included technical difficulties. This survey contributes to the evidence supporting remote clinical consultations as a practical way of delivering specialist consultations in restorative dentistry, it highlights this virtual process largely relates to the practicalities of service provision and highlights the use of remote consultations for specific appointments. CLINICAL SIGNIFICANCE: This study demonstrates patient feedback to a strategy implemented due to adaptations in working methods required as result of the Covid-19 pandemic. Patients were found to have a positive, accepting experience of both telephone and video remote clinical consultations. the study identifies a high patient acceptability and ability to overcome some of the disadvantages of an in-person attendance including saving time, travel and associated expenses while also contributing to a reduction in CO2 emissions and potentially improving clinical efficiency and capacity. These findings add to existing evidence and are indicative that remote consultations provide a practical way of delivering specialist communication in restorative dentistry as part of a unique patient pathway. Copyright ÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â© 2021. Published by Elsevier Ltd.",FALSE,No comparator group detected,FALSE,Unknown,TRUE,"['cost', 'time', 'utilization']",0.9
J2328,2021,Factors influencing procurement behaviour and decision-making: an exploratory qualitative study in a UK healthcare provider,"Background
In 2016 the UK Department of Health and Social Care published the results of a comprehensive review of efficiency in hospitals, identifying ÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¢ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡Ãƒâ€šÃ‚Â¬ÃƒÆ’Ã¢â‚¬Â¦ÃƒÂ¢Ã¢â€šÂ¬Ã…â€œunwarranted variationÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¢ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡Ãƒâ€šÃ‚Â¬ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â in procurement (or purchasing) practices for materials, supplies and devices. Addressing this variation in materials and supplies procurement practice has been identified as particularly important for creating efficiencies in health service delivery. However, little is known about the behaviour and experiences of front-line individuals who make these procurement decisions, which has implications for the development of strategies to improve efficiency. The objective of this study is to improve understanding of the factors influencing procurement behaviour and decisions among requisitioners who use an internal electronic procurement portal for medical supplies and equipment, and identify areas where efficiency could be improved.

Methods
Qualitative semi-structured individual interview study, following approximately 70ÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¢ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡Ãƒâ€šÃ‚Â¬ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬Ãƒâ€šÃ‚Â°h of exploratory observations on site. The study context was a large London National Health Service (NHS) healthcare provider (the Trust), where we focussed primarily on purchases managed by a large hospital. Participants were drawn from requisitioners from multiple directorates across the Trust (nÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¢ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡Ãƒâ€šÃ‚Â¬ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬Ãƒâ€šÃ‚Â°=ÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¢ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡Ãƒâ€šÃ‚Â¬ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬Ãƒâ€šÃ‚Â°15; of these nÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¢ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡Ãƒâ€šÃ‚Â¬ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬Ãƒâ€šÃ‚Â°=ÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¢ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡Ãƒâ€šÃ‚Â¬ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬Ãƒâ€šÃ‚Â°2 clinical staff members, nÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¢ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡Ãƒâ€šÃ‚Â¬ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬Ãƒâ€šÃ‚Â°=ÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¢ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡Ãƒâ€šÃ‚Â¬ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬Ãƒâ€šÃ‚Â°13 non-clinical).

Results
Four factors stood out in our analysis as directly affecting procurement decisions: (1) a high level of variation in electronic purchasing and inventory management procedures throughout the Trust, (ii) an inaccurate and cumbersome search facility on the internal electronic procurement platform, exacerbated by poor IT skills training and support (iii) an inefficient purchase approvals system and (iv) multiple working sites and cluttered environments. We observed that these factors led requisitioners to employ a variety of strategies or so-called ÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¢ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡Ãƒâ€šÃ‚Â¬ÃƒÆ’Ã¢â‚¬Â¹Ãƒâ€¦Ã¢â‚¬Å“workaroundsÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¢ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡Ãƒâ€šÃ‚Â¬ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¾Ãƒâ€šÃ‚Â¢ to overcome the challenges they encountered, including stockpiling, relying on internal and supplier relationships, by-passing procedures to save time, purchasing outside existing agreements to save cost, and (re) delegating purchasing responsibilities among requisitioner staff - which both addressed and created difficulties.

Conclusions
Working with the assumption that staff ÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¢ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡Ãƒâ€šÃ‚Â¬ÃƒÆ’Ã¢â‚¬Â¹Ãƒâ€¦Ã¢â‚¬Å“workaroundsÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¢ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡Ãƒâ€šÃ‚Â¬ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¾Ãƒâ€šÃ‚Â¢ indicate where main issues lie, we offer four possible explanations to why they occur: (a) to maintain services and prepare for future care requirements, (b) to save on costs for the organisation, (c) to develop skills and development in purchasing and (d) to break silos and work collaboratively. These four explanations help provide initial starting points for improving efficiencies in health suppliesÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¢ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡Ãƒâ€šÃ‚Â¬ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¾Ãƒâ€šÃ‚Â¢ procurement processes.",FALSE,No comparator group detected,FALSE,Unknown,TRUE,['cost'],0.9
J2329,2021,Factors influencing procurement behaviour and decision-making: an exploratory qualitative study in a UK healthcare provider,"<b>BACKGROUND</b>: In 2016 the UK Department of Health and Social Care published the results of a comprehensive review of efficiency in hospitals, identifying unwarranted variation"" in procurement (or purchasing) practices for materials, supplies and devices. Addressing this variation in materials and supplies procurement practice has been identified as particularly important for creating efficiencies in health service delivery. However, little is known about the behaviour and experiences of front-line individuals who make these procurement decisions, which has implications for the development of strategies to improve efficiency. The objective of this study is to improve understanding of the factors influencing procurement behaviour and decisions among requisitioners who use an internal electronic procurement portal for medical supplies and equipment, and identify areas where efficiency could be improved.",FALSE,No comparator or primary outcomes detected,FALSE,Unknown,FALSE,[],0.9
J3210,2022,MECC implementation in practice: A mixed method approach to public health interventions in MSK community services,"Keywords: MECC, Brief interventions, Behaviour change Purpose: In the UK, 22.2% of adults are classified as inactive, achieving less than 30mins of low to moderate physical activity per week compared to 150 mins per week as recommended by the CMO Guidelines. Physical inactivity costs the UK 7.4 billion annually (Public Health England 2019) and is responsible for one in six UK deaths. Physical inactivity, obesity, smoking, and alcohol consumption are all modifiable lifestyle factors which influence our quality and length of life. With increasing life expectancy and obesity levels, we need to shift our focus to management of long-term musculoskeletal conditions with multi morbidity (NICE Guidelines- Multi Morbidity 2016). We decided to turn the lens inward on our own clinical behaviours, to make every contact count (MECC) considering that obesity is a leading risk factor for osteoarthritis (Pan et al., 2020). Our aim was to upskill the team in MECC conversations to make meaningful behavioural change for the population regionally. This was identified via clinical supervision, notes audits and from minimal MECC change training at both undergraduate and post graduate level. Potential reasons for clinicians not engaging in MECC conversations relate to lack of training, risk of offending patients, prioritisation and/or time pressures. Method(s): We looked at Public Health England's local South Tyneside data to shape our MECC vision (PHE Fingertips). Afterwards, we completed public health service mapping, created patient information leaflets on MECC topics and shared these with the team. We prioritised the team undergoing training (11 h per clinician) in motivational interviewing, brief interventions regard healthy eating, smoking and alcohol cessation between July 2020 to March 2021. The team focused on developing relationships with Link workers by delivering in-service training with them and involving them in our pathways. We integrated MECC into clinical templates to ensure data was captured to gauge the training uptake. Result(s): From September 2020-April 2021, the South Tyneside Community Musculoskeletal (MSK) Service have instigated over 7,000 initial appointment conversations with patients on smoking, alcohol, weight loss and physical activity. This was coupled with 9,000 MECC conversations at follow up appointments with 62.84% of clinicians engaging overall. Our patient related experiential measures had increased to 94.04% over the last quarter (Jan-April 21) with collection rate of 44%. This is a 2% increase in comparison to the same period last year, 3% increase over the year in total despite COVID. Patients and clinicians have engaged with 67% of consultations about exercise and smoking, 66% of consultations about alcohol and weight. Conclusion(s): Lifestyle modification conversations can occur within a MSK Community services setting. Upskilling clinicians to provide brief MECC interventions now is of paramount importance to further reduce the burden of long term MSK conditions. This may be enhanced with utilising patient activation measures pending further research. Impact: Upskilling MSK clinicians with advanced communication skills for MECC brief interventions will enable the identification of unhealthy lifestyle behaviours and offer effective signposting in primary care. This has implications for undergraduate curriculums to better prepare the workforce for evidence based behaviour change thus reducing the cost and healthcare burden. Funding acknowledgements: Work was supported and funded by Connect health. Copyright ÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â© 2021",FALSE,No clear comparator group detected,FALSE,Unknown,TRUE,"['clinical', 'cost', 'utilization']",0.8
J3217,2022,"Adapting a social network intervention for use in secondary mental health services using a collaborative approach with service users, carers/supporters and health professionals in the United Kingdom","BACKGROUND: Social integration, shared decision-making and personalised care are key elements of mental health and social care policy. Although these elements have been shown to improve service user and service-level outcomes, their translation into practice has been inconsistent and social isolation amongst service users persists. AIM: To co-adapt, with service users, carers/supporters and health professionals, a web-based social network intervention, GENIETM, for use in secondary mental health services. The intervention is designed to support social activity and preference discussions between mental healthcare professionals and service users as a means of connecting individuals to local resources. METHOD(S): In Phase 1 (LEARN), we completed two systematic reviews to synthesise the existing evidence relating to the i) effectiveness and ii) the implementation of social network interventions for people with mental health difficulties. We undertook semi-structured interviews with a convenience sample of 15 stakeholders previously involved in the implementation of the intervention in physical healthcare settings. Interviews were also conducted with 5 national key stakeholders in mental health (e.g., policy makers, commissioners, third sector leads) to explore wider implementation issues. In Phase 2 (ADAPT), we worked iteratively with eight service users, nine carers, six professionals/volunteers and our patient and public advisory group. We drew on a framework for experience-based co-design, consisting of a series of stakeholder consultation events, to discuss the use of the social network intervention, in mental health services. Participants also considered factors that could serve as enablers, barriers, and challenges to local implementation. RESULT(S): Across the stakeholder groups there was broad agreement that the social network intervention had potential to be useful within mental health services. In terms of appropriate and effective implementation, such an intervention was predicted to work best within the care planning process, on discharge from hospital and within early intervention services. There were indications that the social connection mapping and needs assessment components were of most value and feasible to implement which points to the potential utility of a simplified version compared to the one used in this study. The training provided to facilitators was considered to be more important than their profession and there were indications that service users should be offered the opportunity to invite a carer, friend, or family member to join them in the intervention. CONCLUSION(S): The GENIETM intervention has been co-adapted for use in mental health services and a plan for optimal implementation has been co-produced. The next phase of the programme of work is to design and implement a randomised controlled trial to evaluate clinical and cost effectiveness of a simplified version of the intervention. Copyright ÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â© 2022. The Author(s).",FALSE,No comparator or primary outcomes reported,FALSE,Unknown,FALSE,[],0.9
J4091,2023,Implications of a technician-led pharmacy service on a day case unit in a tertiary oncology centre,"Introduction: Medicines Management Technicians have been shown to be an underused resource in medicines optimisation and medicines waste. In the United Kingdom, there are national recommendations for the clinical pharmacy service in cancer services ambulatory units, despite these recommendations, there was no clinical pharmacy service on the day case unit at a specialist tertiary centre in England. A lot of the patient pathways had been in place for many years and had not progressed with the changes in the clinical pathways. The main objectives of this study were to analyse how a medicines management technician could reduce medicines waste, improve the current pathway, increase medicines optimisation and ultimately improve the patient experience in an oncology day case unit at a specialist tertiary centre in England. Method(s): A prospective mixed methods study was carried out at Weston Park Hospital. Descriptive statistical analysis was conducted on the quantitative data collected, and thematic analysis was carried out on the qualitative data collected by questionnaire to staff members and patients. Result(s): This study has shown that a medicines management technician can complete some of the tasks more traditionally done by the chemotherapy nurses on the day case unit, increasing their capacity for more clinically appropriate tasks. A medicines management technician can work as part of the wider multidisciplinary team on a day case unit contributing to medicines optimisation and cost savings for the oncology directorate. Conclusion(s): This study has shown that a medicines management technician can act as a valued member of the wider multidisciplinary team, improving communication and patient pathways, improving medicines optimisation and contributing to cost saving initiatives. Further studies are required to assess whether a medicines management technician role can be of the same value on a haematology day case unit. Copyright ÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â© The Author(s) 2022.",FALSE,No clear comparator group detected,FALSE,Unknown,TRUE,['cost'],0.8
J3757,2022,Co-development of an evidence-based personalised smoking cessation intervention for use in a lung cancer screening context,"<b>BACKGROUND</b>: Optimising smoking cessation services within a low radiation-dose computed tomography (LDCT) lung cancer screening programme has the potential to improve cost-effectiveness and overall efficacy of the programme. However, evidence on the optimal design and integration of cessation services is limited. We co-developed a personalised cessation and relapse prevention intervention incorporating medical imaging collected during lung cancer screening. The intervention is designed to initiate and support quit attempts among smokers attending screening as part of the Yorkshire Enhanced Stop Smoking study (YESS: ISRCTN63825779). Patients and public were involved in the development of an intervention designed to meet the needs of the target population.
<b>METHODS</b>: An iterative co-development approach was used. Eight members of the public with a history of smoking completed an online survey to inform the visual presentation of risk information in subsequent focus groups for acceptability testing. Three focus groups (n = 13) were conducted in deprived areas of Yorkshire and South Wales with members of the public who were current smokers or recent quitters (within the last year). Exemplar images of the heart and lungs acquired by LDCT, absolute and relative lung cancer risk, and lung age were shown. Data were analysed thematically, and discussed in stakeholder workshops. Draft versions of the intervention were developed, underpinned by the Extended Parallel Processing Model to increase self-efficacy and response-efficacy. The intervention was further refined in a second stakeholder workshop with a patient panel.
<b>RESULTS</b>: Individual LDCT scan images of the lungs and heart, in conjunction with artistic impressions to facilitate interpretation, were considered by public participants to be most impactful in prompting cessation. Public participants thought it important to have a trained practitioner guiding them through the intervention and emphasising the short-term benefits of quitting. Presentation of absolute and relative risk of lung cancer and lung age were considered highly demotivating due to reinforcement of fatalistic beliefs.
<b>CONCLUSION</b>: An acceptable personalised intervention booklet utilising LDCT scan images has been developed for delivery by a trained smoking cessation practitioner. Our findings highlight the benefit of co-development during intervention development and the need for further evaluation of effectiveness.",FALSE,No comparator group detected,FALSE,Unknown,TRUE,"['clinical', 'cost']",0.9
J5205,2024,"Long-term catheter management in the community: a population-based analysis of user characteristics, service utilisation and costs in England","BACKGROUND: Long-term urinary catheters are problematic and burdensome for patients, carers and health services. Nursing practice to improve the management of long-term urinary catheters has been held back by a lack of evidence to support policy and practice. Little is known about who uses a catheter long term and the resources and costs needed for their management. Understanding these costs will help to target innovations to improve care. There have been no substantial innovations to urinary catheters or their management recently and no publications to characterise users and costs. AIM: To describe long-term catheter users and explore catheter-related service use and costs in England. METHOD(S): Descriptive information on the characteristics of catheter users and their use of services was obtained from: General Practice records (n = 607), district nursing records (n = 303), questionnaires to patients (n = 333) and triangulated, 2009-2012. Annual service costs (British pounds 2011) were computed. FINDINGS: Most catheter users (59.6%) were men, nearly three-quarters (71.2%) were over 70 years and 60.8% used a urethral catheter. Women tended to be younger than men and more likely to use a suprapubic catheter. The services used most frequently over 12 months were general practitioner (by 63.1%) and out of hours services (43.0%); 15.5% accessed Accident and Emergency services for urgent catheter-related care. Hospital use accounted for nearly half (48.9%) of total health service costs (mainly due to inpatient stays by 13.6% of participants); catheter supplies/medications were next most costly (25.7%). Half of all costs were accounted for by 14.2% of users. The median annual cost of services used was 6.38, IQR: 344-1324; district nursing services added approximately a further 200 per annum. CONCLUSION(S): Finding better ways to reduce catheter problems (e.g. blockage, infection) that cause unplanned visits, urgent or hospital care should be a priority to improve quality of life for long-term catheter users and reduce health service expenditure.",FALSE,No comparator group detected,FALSE,Unknown,TRUE,"['cost', 'utilization']",0.9
J731,2019,Audit of paediatric patients with suspected appendicitis who require next day urgent ultrasound scan (USS),"Category: Paediatrics. Background to the audit: Patient journey of surgical paediatric patients was a concern in paediatric A&E, Northwick Park Hospital. Patients often seen out of hours with no clear agreement between A&E, radiology and surgeons on the process of organising next day USS. Parents raised frustration at poor structure of care. Some patients were admitted, others discharged to return next day. Patient journey audited leading to a quality improvement project and creation of patient pathway (PP), implemented 25 March 2019. Standard: Efficient and safe care of paediatric patients with suspected appendicitis. Indicator: Identification of concerns over patient journey. Target: Improve patient care, efficiency and communication among healthcare professionals and patients/parents. Methodology: Patients <=16 years requiring urgent USS abdomen and pelvis in four weeks (mid January 2019-mid February 2019) identified on picture archiving and communication system (PACS). Indication for USS must include suspected appendicitis. Patient journeys audited; from presentation to discharge. Results of first audit round: In four weeks 34 patients had urgent USS. Ten admitted for examination as inpatient, 24 as outpatients. Of the 24 outpatients, three had acute appendicitis, two had mesenteric adenitis. Of the ten inpatients, five had acute appendicitis, three had mesenteric adenitis. Mean waiting time (WT) in emergency department (ED) on first day presentation 3.5 hours, second day 3.5 hours. Mean WT in radiology 45 minutes, range 4.5 hour-0 minutes. First action plan: Implementation of PP including on-call vetting of USS, holding three blocked slots in 9 am and 2 pm sessions. Book created for on-call radiologist to provide allocated session to parent. Creation of parent information leaflet. Results of second audit round: Currently in progress started 01/04/19. Feedback from teams show satisfaction. Preliminary results from one week show mean WT in radiology reduced to six mins. Second action plan: Continue with patient pathway, continue four week re-audit. References: 1. (last accessed 22/8/19). 2. Lewis S, Mahony P, Simpson J. Appendicitis. BMJ 2011; 343: d5976. 3. Tschuor C, Raptis D, Limani P et al. The value of pancreatic stone protein in predicting acute appendicitis in patients presenting at the emergency department with abdominal pain. BMC Gastroenterol 2012; 12: 154. 4. NSW Kids and Families. Infants and children: acute management of abdominal pain. NSW Government Health. St Leonards, New South Wales: NSW Ministry of Health, 2013. 5. Mostbeck G, Adam EJ, Nielsen MB et al. How to diagnose acute appendicitis: ultrasound first. Insights Imaging 2016; 7(2): 255-263. Copyright ÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â© 2019",FALSE,Audit without clear comparator or primary outcome measures,FALSE,Unknown,TRUE,['time'],0.8
J5236,2024,A qualitative study exploring the opportunities and challenges of providing digital community pharmacy services for older people in England,"Introduction: Digital healthcare can be an innovative, cost-effective solution for the growing healthcare needs of an ageing population, enhancing service accessibility.[1] Older individuals tend to rely more on community pharmacy services, supported by research indicating positive health outcomes.[2] However, scant evidence exists regarding the impact of digital community pharmacy services on this demographic, emphasising the need for crucial investigations into their effectiveness. Aim(s): Identify challenges and opportunities in delivering digital pharmacy services for older population in community pharmacies in England, from perspectives of policymakers and pharmacy service providers. Method(s): Between November 2022 and May 2023, online/ telephone interviews were conducted with stakeholders including policymakers/commissioners and pharmacy service providers. Recruitment involved purposive and convenience sampling, with commissioners sourced through networks and pharmacy providers via gatekeepers in industry associations. Topics covered the current state of digital pharmacy services in England, implementation opportunities and challenges, and suggestions for enhancement. Audio-recorded interviews were transcribed verbatim and analysed using both inductive and deductive thematic approaches, assisted by NVivo 12 Plus. Themes comprised challenges and solutions in digital pharmacy service delivery and factors influencing user acceptance. Deductive analysis shaped the coding framework based on Davis's Technology Acceptance Model (TAM). Result(s): Twelve interviews (three policy makers/commissioners [PM], four senior managers of community pharmacy [SM], five front-line community pharmacists [CP]) were completed. One of the interviewees was a female and all others were male. Their length of relevant employment in the field of community pharmacy ranged from three to seventeen years. The key findings indicated challenges in implementing digital pharmacy services to older populations may be due to unclear health policies and limited financial support for digital reforms to community pharmacy: as a pharmacy we'll take care of that, but we need to know that there will be funding for that before we go and do it all. I think there's amazing things that can be done, but at local, small level, like a little community pharmacy, they just can't afford to do the development [SM1], and so the majority of independent pharmacies, they have paper prescriptions, so they're not as technology based. I believe one, that's because it's money, so it's funding. They get less funding [CP4]. Interviewees highlighted that community pharmacists facing high workloads and time constraints, often prioritise other responsibilities over adopting new technologies: unfortunately, there are a fair few demands on pharmacy team's time at the moment, so where does promoting a digital priority fit on that long list of priorities and probably quite low down [PM3]. They also expressed a need for additional technical training to effectively navigate digital pharmacy services. Conclusion(s): This study provides insights into challenges in implementing digital pharmacy services for older people through diverse stakeholder perspectives, offering practical considerations for policy decisions, service design, and implementation strategies. Nevertheless, this study observes a deficient emphasis on deploying digital pharmacy services for older people. It is orientated towards a broader demographic, while those with specific medical conditions may receive pharmacy services more precisely. The applicability of this study may be limited, requiring region-specific research. Further research would be focusing on those over 50 in Greater Manchester aligns with the local community's emphasis on ageing-related research, technology, and innovative ideas supported by academic institutions.",FALSE,No comparator or primary outcomes detected,FALSE,Unknown,FALSE,[],0.9
J2457,2021,Interprofessional clinical pathway program effects on patient outcomes in the setting of neutropenic fever: An integrative review,"<b>PURPOSE</b>: Neutropenic fever (NF) is an oncologic emergency linked to substantial healthcare costs, treatment delays, and increased patient mortality. Clinical pathways have emerged as a coordinated, interprofessional approach to NF management. The aim of this review was to examine the research question: What is the effect of an interprofessional clinical pathway program on outcomes (time-to-antibiotic, mortality, cost, readmissions and length of stay) in patients presenting with NF?
<b>METHODS</b>: Using the integrative review method of Whittemore and Knafl, the databases PubMed, CINAHL and Scopus were searched for articles published in English between 1997 to present that met the following criteria: (1) reported clinical pathway implementation, and (2) reported outcome data on patients 18 years or older who were diagnosed with NF.
<b>RESULTS</b>: Of the 17 included articles, 13 demonstrated improvement in reducing time-to-antibiotic following clinical pathway implementation. Three studies reported a reduction in mortality and two studies reported no change in patient mortality after NF clinical pathway integration. One study demonstrated a reduction in hospital readmissions, while three studies showed improvement in length of stay. None of the included studies reported data on cost reduction. Half of the articles articulated the different members of the interprofessional teams.
<b>CONCLUSION</b>: The implementation of interprofessional clinical pathway programs for NF had positive effects on patient outcomes in this review. Measuring patient and institutional outcomes is necessary to evaluate the effectiveness of interprofessional clinical pathways in NF care. Future research should incorporate these measurements to improve the development and implementation of NF clinical pathways.",FALSE,Review lacks explicit comparison group with numeric estimates.,FALSE,Unknown,TRUE,"['clinical', 'time', 'utilization']",0.8
J4629,2023,Barriers and facilitators to the adoption of digital health interventions for COPD management: A scoping review,"Background: Knowledge of the barriers and facilitators in the adoption of digital health interventions (DHI) is sparse yet crucial to facilitate chronic obstructive pulmonary disease (COPD) management. Objective(s): This scoping review aimed to summarize patient- and healthcare provider-level barriers and facilitators in the adoption of DHIs for COPD management. Method(s): Nine electronic databases were searched from inception up till October 2022 for English language evidence. Inductive content analysis was used. Result(s): This review included 27 papers. Frequent patient-level barriers were poor digital literacy (n = 6), impersonal care delivery (n = 4), and fear of being controlled by telemonitoring data (n = 4). Frequent patient-level facilitators were improved disease understanding and management (n = 17), bi-directional communication and contact with healthcare providers (n = 15), and remote monitoring and feedback (n = 14). Frequent healthcare provider-level barriers were increased workload (n = 5), lack of technology interoperability with existing health systems (n = 4), lack of funding (n = 4), and lack of dedicated and trained manpower (n = 4). Frequent healthcare provider-level facilitators were improved efficiency of care delivery (n = 6) and DHI training programmes (n = 5). Conclusion(s): DHIs have the potential to facilitate COPD self-management and improve efficiency of care delivery. However, several barriers challenge its successful adoption. Attaining organizational support in developing user centric DHIs that can be integrated and are interoperable with existing health systems is crucial if we are to witness tangible return on investments at the patient-, healthcare provider- and healthcare system-level. Copyright ÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â© 2023 Elsevier Inc.",FALSE,Scoping review without comparative effects or primary outcomes,FALSE,Unknown,FALSE,[],0.95
